category|osm_id|lat|lon|name|amenity|shop|wheelchair|cuisine|toilets|toilets:wheelchair|tourism|alt_name|building|opening_hours|wikipedia|atm|outdoor_seeting|diet|diet:vegetarian|phone|denomination|transport|health|sport|accommo
28|N4225214562|45.4415411|12.334141800000001|The Irish Pub|pub|||||||||Mo-Su 10:00-02:00|||||||||||
85|N4225615165|45.441536|12.3336038|LUSH||cosmetics|||||||||||||||||||
29|N4232613001|45.4450316|12.3258977|Pizzeria Ristorante al Faro|restaurant||yes||yes|||||Lun-Dom 09:00-23:00||||||3394479523|||||
29|N4232613461|45.4462948|12.325502400000001|Osteria Bea Vita|restaurant|||italian||||||Mo-Sa 09:30-23:30||||||+39 041 275 9347|||||
28|N4232613462|45.4458254|12.327407199999998|Mezzopieno|pub||||||||||||||||||||
74|N4232613463|45.4445073|12.3255227|Panificio Volpe Giovanni||bakery|||||||||||||||||||
6|N4233969189|45.437850700000006|12.335094300000002|Hotel Marconi|||||||hotel|||||||||+39 041 5222068|||||
29|N4234614139|45.439280600000004|12.3238442|Ostaria Al Vecio Pozzo|restaurant||yes|pizza;italian;regional||||||Su-Fr 12:00-14:30, Mo-Su 18:30-01:00|||||||||||
29|N4234614141|45.4327239|12.324429199999999|Osteria San Barnaba|restaurant||||||||||||||||||||
28|N4234614142|45.432901799999996|12.325230699999999|Ai Artisti|pub|||||||||||||||+39 0415238944|||||
74|N4234614143|45.4317345|12.3262561|Foleta||bakery|||||||||||||||||||
23|N4234614667|45.4378994|12.3218838|Bar Collo|bar||||||||||||||||||||
88|N4234614669|45.4321863|12.321394300000001|||florist|yes||||||||||||||||||
84|N4234614670|45.4327888|12.3244366|||stationery|||||||||||||||||||
6|N4234614680|45.4312099|12.3288819|Galleria|||||||hotel||||||||||||||
29|N4234614681|45.434680799999995|12.332721099999999|La Feluca|restaurant||||||||||||||||||||
80|N4234614686|45.435748700000005|12.3353675|H&M||clothes|||||||||||||||||||
85|N4234614687|45.4358592|12.3351475|Marchini Time||pastry||||||||Mo-Su 7.30-20.30||||||041 241 3087;0415287507|||||
28|N4234614741|45.437549|12.3212792|Bacareto da Lele|pub|||||||||Mo-Su 06:00-00:00|||||||||||
34|N4234614742|45.433185200000004|12.319705800000001||pharmacy||no||||||||||||||||||
26|N4234614743|45.4320224|12.3206503|Bonchef|fast_food||no||||||||||||||||||
34|N4234614789|45.437369399999994|12.3212456||pharmacy||||||||||||||||||||
25|N4234614966|45.4348666|12.332402400000001|Teamo|cafe||||||||||||||||||||
34|N4234614967|45.434973600000006|12.3335591|Farmacia Italo Inglese|pharmacy||||||||||||||||||||
23|N4234614968|45.4356674|12.335086|Black-Jack|bar||||||||||||||||||||
80|N4234614969|45.43569229999999|12.335231199999999|K.Way||clothes|||||||||||||||||||
80|N4234614970|45.435838399999994|12.335491000000001|Doppelgänger||clothes||||||||Mo-Sa 09:30-19:30; Su 11:00-19:30|||||||||||
29|N4234614989|45.4327634|12.3242745|Pane Vino e San Daniele|restaurant||||||||||||||||||||
29|N4237124757|45.43758|12.331435699999998|La Rivetta|restaurant||limited||||||||||||||||||
74|N4237124758|45.4377961|12.3327383|||bakery|||||||||||||||||||
29|N4237124759|45.4424134|12.324030800000001|Orient Express|restaurant||yes|chinese|||||||||||||||||
84|N4237129794|45.4365543|12.3284427|Karisma||stationery|no||||||||||||||||||
26|N4237129795|45.4372892|12.331251400000001|Pasticceria Rizzardini|fast_food|bakery|yes|||||||Mo-Su 09:30-20:00|||||||||||
101|N4237129796|45.437534|12.3319164|||musical_instrument|no||||||||||||||||||
82|N4237129797|45.4376927|12.3324718|||deli|no||||||||||||||||||
26|N4237129798|45.4364235|12.339557000000001|A le Bande|fast_food||||||||||||||||||||
29|N4237129799|45.4338076|12.3334703|Trattoria La Fenice|restaurant||||||||||||||||||||
149|N4237129800|45.43194929999999|12.329633|Istituto Veneto di Scienze Lettere ed Arti|||||||museum||||||||||||||
26|N4237129801|45.4348694|12.3331914|Ristorante Rosa Rossa|fast_food|||italian;pizza;italian_pizza;pasta|||||||||||||||||
46|N4237129802|45.435174700000005|12.3341842|Banco San Marco|bank||||||||||||||||||||
104|N4237129803|45.43621829999999|12.3350674|Geox||shoes|||||||||||||||||||
80|N4237129804|45.4364255|12.3355341|Gas||clothes|||||||||||||||||||
85|N4237129806|45.43667|12.3359436|Solaris||optician|||||||||||||||||||
82|N4237129918|45.442088899999995|12.3234512|Dal Mas||confectionery|no|||||||Mo-Su 07:00-21:30||||||+39041715101|||||
46|N4237130301|45.4390108|12.3345948|Unicredit Banca|bank||no|||||||||yes|||||||||
76|N4237130302|45.4345561|12.332754|Libreria Bertoni||books|||||||||||||||||||
29|N4237130489|45.436005200000004|12.3272033|Trattoria San Toma'|restaurant||no||||||||||||||||||
29|N4237130490|45.4369646|12.329661|Al Campanile|restaurant||yes|pizza|||||||||||||||||
76|N4237130491|45.4376237|12.332059300000001|||books|no||||||||||||||||||
34|N4237130790|45.43426470000001|12.336093400000001||pharmacy||||||||||||||||||||
80|N4237130791|45.4359398|12.335234800000002|Levi's||clothes|||||||||||||||||||
29|N4237131352|45.4392764|12.333497900000001|Vini da Pinto|restaurant||||||||||||||||||||
29|N4237131353|45.438930400000004|12.3322397|Pane Vino e San Daniele|restaurant||||||||||||||||||||
26|N4237131354|45.4388185|12.328675500000001|Pizza 2000|fast_food||||||||||||||||||||
29|N4237131356|45.4402675|12.3251791|Trattoria alla Ferrata|restaurant|||italian;italian_pizza;cake;seafood;pasta;pizza;regional;fish||||||||||||+3665400490|||||
97|N4237131357|45.440427299999996|12.3237411|||kitchen|||||||||||||||||||
29|N4237131477|45.4404878|12.323327800000001|Marciana|restaurant||yes|||||||Mo-Sa 12:00-15:00,18:30-23:00|||||||||||
29|N4237131478|45.4432568|12.3250977|Pedrocchi|restaurant||limited||||||||||||||||||
82|N4238218279|45.4430014|12.3353717|Mea Libera Tutti||deli||||||||lun-ven 10:00-12:00; sab-dom 16:00-18:00||||||0415210454|||||
162|N4238218284|45.444989|12.337067800000002||fuel||||||||||||||||||||
28|N4238218286|45.4438105|12.3388181|Tortuga|pub||||||||||||||||||||
29|N4238219504|45.442652200000005|12.341212400000002|Ristorante Pizzeria Da Alvise|restaurant|||italian;pizza|||||||||||||||||
23|N4238219505|45.4268139|12.338713199999999||bar||||||||||||||||||||
29|N4238219508|45.427443200000006|12.3403074|Cip's Club Restaurant|restaurant||||||||||||||||||||
6|N4238219510|45.426905|12.338919500000001|Hotel Bauer Palladio|||||||hotel|||||||||+39 041 5207022|||||
29|N4238219512|45.4261347|12.3369222|I Figli delle Stelle|restaurant||||||||||||||||||||
28|N4238219513|45.425928799999994|12.3363087|Bar da Monica|pub|||||||||||||||+390415228753|||||
23|N4238219514|45.425836|12.3361091||bar||||||||||||||||||||
23|N4238219515|45.425715999999994|12.3357604|In Riva|bar||||||||||||||||||||
29|N4238219537|45.4263591|12.3264448|La Palanca|restaurant||||||||||||||||||||
29|N4238219538|45.4265281|12.3257136|Trattoria Do Mori|restaurant||||||||||||||||||||
91|N4238219539|45.426657299999995|12.3251362|Ortofrutta Vianello||greengrocer||||||||Mo-Sa 6:30-20:30 ,Su 9:00-17:00||||||041 522 7303|||||
29|N4238219540|45.4245916|12.3262129|Food & Art|restaurant||||||||||||||||||||
27|N4238219541|45.4254577|12.331843699999999||ice_cream||||||||||||||||||||
97|N4238220090|45.4261776|12.3272272|Lavomatic Self-Service||laundry|||||||||||||||||||
29|N4238220268|45.4267385|12.3247862|Ostaria ae Botti|restaurant||||||||||||||||||||
12|N4238220269|45.424946899999995|12.32508||||||||||||||||||||||
6|N4239916638|45.43534879999999|12.340318199999999|Hotel Al Ponte dei Sospiri|||||||hotel||||||||||||||
25|N4240308914|45.4315375|12.3279852|Beccafico Café|cafe||||||||||||||||||||
26|N4240309265|45.44425510000001|12.3240407|La Bella Pollastrella|fast_food||||||||||||||||||||
29|N4240309267|45.443394|12.3276734|Alla Corte|restaurant||||||||||||||||||||
29|N4241107394|45.4342605|12.323390199999999|Pizza al Volo|restaurant||no||no|||||11:00-02:00|||||||||||
29|N4241121791|45.434939|12.333184699999999|Pizzeria L'Angelo|restaurant|||||||||Tu-Th 18:00-21.30; Fr-Su 18:00-22.00; Mo off||||||0412771126;3669566623|||||
29|N4241174289|45.4445585|12.328977|Arte del la Pizza|restaurant||||||||||||||||||||
29|N4241410293|45.4360874|12.342725999999999|Al Giardinetto da Severino|restaurant||||||||||||||||||||
29|N4241427593|45.4321778|12.353187599999998|Giorgione|restaurant||limited||||||||||||||||||
29|N4242761980|45.4368719|12.339716699999999|Piatti Tipici Veneziani|restaurant|||italian|||||||||||||||||
82|N4242822844|45.4371495|12.340307600000001|Latteria Senigaglia Marco &c Sas||deli||||||||Mo-Sa 7:30-14:00; 15:30-19:30||||||338 312 0284|||||
6|N4245882189|45.440692600000006|12.3291484|Cà del Tentor|||||||hotel||||||||||||||
6|N4247288289|45.4334392|12.3322908|Guesthouse|||||||guest_house||||||||||||||
6|N4251183390|45.4326912|12.3539561|Corte Contarina|||||||hotel|||||||||+39 041 2778533|||||
6|N4257854989|45.4353409|12.3368567|residenza la loggia|||||||hotel||||||||||||||
29|N4260756889|45.4346501|12.341795900000001|Ristorante Trovatore|restaurant||||||||||||||||||||
6|N4266401292|45.436841799999996|12.3389495|Hotel Canaletto|||||||hotel|||||||||+39 041 522 0518|||||
6|N4266710692|45.4364206|12.317291099999998|Best Western Hotel Olimpia|||||||hotel|||||||||+39 041 711041|||||
26|N4267922990|45.4352904|12.3345725|SKK Mediterranean Restaurant|fast_food|||burger;kebab;italian_pizza|||||||||||||||||
6|N4269205790|45.43214329999999|12.3352454|Westin Europa Regina Venice|||||||hotel|||||||||+39 041 2400001|||||
6|N4269534089|45.4345755|12.320389800000001|Alla Corte Rossa|||||||hotel|||||||||+39 041 2756805|||||
165|N4269724394|45.4386435|12.3172087|Avis|car_rental|||||||||||||||+39 390 415237377|||||
6|N4269785689|45.441204600000006|12.3347175|Alloggi Santa Sofia|||no||||hotel|||||||||+390412770997|||||
25|N4270242790|45.4447344|12.3297153|Arte Della Pizza|cafe|||||||||11:00 - 21:00||||||+39 0415246520|||||
46|N4277843059|45.429698200000004|12.3258258||bank|||||||||||yes|||||||||
29|N4278463098|45.429650099999996|12.326018800000002|Casin Dei Nobili|restaurant|||italian|||||||||||||||||
6|N4273736394|45.4344055|12.333839900000001|Duodo Palace Hotel|||||||hotel||||||||||||||
105|N4280509301|45.4352448|12.332921|Punto Simply||supermarket|||||||||||||||||||
27|N4284919290|45.4356489|12.3440406|La Mela Verde|ice_cream||||||||||||||||||||
6|N4286655959|45.440803499999994|12.3359869|Hotel Bernardi Semenzato|||||||hotel|||||||||+39 041 5227257|||||
29|N4296545591|45.435151399999995|12.3417144|Il Ridotto|restaurant||no|fine_dining||||||Mo-Su 12:00-13:45, 18.45-21-45. Wednesday closed.||||||+390415208280|||||
29|N4300810191|45.4361805|12.3200758|Trattoria Veneziana|restaurant||limited||||||||||||||||||
29|N4293426189|45.4343542|12.3234493|Fuori Rotta|restaurant||||||||||||||||||||
29|N4304651089|45.4365149|12.3196006|La Ramblas|restaurant|||||||||||||||+39 347 7470677|||||
34|N4304670699|45.4335534|12.3242288|Parafarmacia|pharmacy|||||||||Mo-Sa 09:00-19:00||||||+39 041 2412423|||||
85|N4304748012|45.4306773|12.3293162|Caffè Poggi dal 1919||wine||||||||Tu-Sa 08:00-19:30; Su 09:00-19:30|||||||||||
29|N4305465990|45.442778000000004|12.3314805|Osteria al Cantinon|restaurant||||||||||||||||||||
26|N4305466290|45.4377921|12.3370205|Suso Gelatotica|fast_food||||||||||||||||||||
26|N4307307312|45.442364700000006|12.3322526|Fried Land|fast_food|||pasta|||||||||||||||||
6|N4318023403|45.4425411|12.3241893|Hotel Adua|||no||||hotel||||||||||||||
6|N4318335196|45.435950899999995|12.338779800000001|Albergo San Zulian|||||||hotel||||||||||||||
161|N4318833054|45.442074|12.3078759|Venezia Tronchetto|bus_station||yes||||||||||||||||||
29|N4314917989|45.4386995|12.3328461|Novecento Jazz Club|restaurant|||italian;italian_pizza||||||Mo-Su 10:00-23:00|||||||||||
26|N4315390289|45.4306774|12.3284773|Venice pasta's academy|fast_food||||||||||||||||||||
23|N4320719489|45.4338527|12.3239046|Orange Bar|bar||||yes||||||||||||||||
29|N4320915389|45.4364365|12.337753900000001|Trattoria al gazzettino|restaurant|||italian|||||||||||||||||
29|N4322939992|45.4396528|12.332889|Giardino di Giada|restaurant|||chinese||||||||||||+39 041 721673|||||
25|N4322975889|45.438758|12.335004300000001|Bar rialto da lollo|cafe||||||||||||||||||||
23|N4320229195|45.4330664|12.324375|Osteria ai Pugni|bar|||||||||Mo-Su 08:30-01:00||||||3469607785;3939680135|||||
29|N4320229196|45.4339373|12.3338839|Al Teatro Venezia|restaurant||||||||||||||||||||
29|N4320678489|45.4336336|12.334107099999999|Ristorante Antico Martini|restaurant||||||||||||||||||||
149|N4330799289|45.436153600000004|12.328261099999999|Casa di Carlo Goldoni|||yes|||yes|museum|||Mo, Tu, Th-Su 10:00-16:30|||||||||||
26|N4338815690|45.4401904|12.3368108|Esportazione Pizza|fast_food||limited|kebab;pizza|||||||||||||||||
105|N4343622190|45.4349263|12.335062800000001|Cuore Bio||supermarket|yes||||||||||||||||||
74|N4350329289|45.4319167|12.3272367|Sanguches ricos||bakery|||||||||||||||||||
6|N4352503702|45.4346089|12.3451481|Bed & Venice|||||||hotel||||||||||||||
95|N4347719443|45.4369395|12.3291714|||jewelry|no||||||||||||||||||
29|N4347719670|45.435546|12.3335659|Kofler Kafé Venezia San Luca|restaurant||||||||||||||||||||
25|N4347719671|45.4331667|12.3309485|le Café|cafe|||||||||||||||+39 041 5237201|||||
105|N4347719804|45.435537599999996|12.3334367|Punto Simply||supermarket||||||||Mo-Sa 08:30-20:00; Su 09:00-13:00||||||+39 041 5220657|||||
147|N4347719889|45.435098100000005|12.3338383||||||||||||||||||||||
147|N4347719891|45.435201|12.3337782||||||||||||||||||||||
102|N4347719904|45.4371681|12.3300331|||newsagent|yes||||||||||||||||||
162|N4348220691|45.441111799999995|12.3396978||||||||||||||||||||||
6|N4348980491|45.437200700000005|12.3279969|Hotel Alex|||||||hotel|||||||||+39 041 5231341|||||
90|N4349046224|45.432438899999994|12.3337865|||gift|||||||||||||||||||
6|N4360556389|45.4343698|12.3417104|Hotel Lux|||||||hotel||||||||||||||
6|N4361699290|45.4379651|12.334037400000001|Casa Gottardi|||||||guest_house|||||||||+39 041 5281821|||||
6|N4361848694|45.435928999999994|12.337549800000001|Hotel Splendid|||||||hotel|||||||||+390415200755|||||
149|N4362153490|45.43347670000001|12.350581300000002|La Biennale di Venezia - Arsenale|||||||museum||||||||||||||
90|N4362362689|45.4358862|12.3350286|||gift|||||||||||||||||||
90|N4362362789|45.4354961|12.3391181|||gift|||||||||||||||||||
95|N4359036603|45.436448399999996|12.325700099999999|||jewelry|||||||||||||||||||
25|N4366618291|45.437306|12.3272828|Caffè Dei Frari|cafe||limited|||||||||||||3478293158|||||
27|N4368513896|45.4440672|12.3330473|Bacaro del Gelato|ice_cream|ice_cream||||||||||||||347 050 7737|||||
29|N4370729277|45.437975200000004|12.3353206|Café Saraceno|restaurant||||||||||||||||||||
47|N4370760636|45.4370155|12.336457699999999||bureau_de_change||||||||||||||||||||
80|N4370761229|45.4363263|12.3284076|||clothes|no||||||||||||||||||
80|N4370761452|45.437174799999994|12.3364802|Benetton||clothes|||||||||||||||||||
80|N4370761453|45.4372209|12.3358185|Caberlotto||clothes||||||||||||||+39 041 5229242|||||
147|N4370761454|45.4372766|12.3355222|Giuseppe Mazzini|||||||||||||||||||||
80|N4370761455|45.43728529999999|12.335667800000001|Golden Point||clothes||||||||||||||+39 041 5221365|||||
6|N4370761456|45.4375164|12.334494|Locanda Sturion|||||||hotel||||||||||||||
95|N4370761850|45.4370628|12.3365|Pandora||jewelry|||||||||||||||||||
29|N4370761851|45.444588200000005|12.3320644|Osteria Il Paradiso Perduto|restaurant||yes|regional||no||||||||||+39 041 720581|||||
149|N4372320704|45.4412042|12.3316183|Museo d'Arte Orientale|||||||museum|||Apr 1- Oct 31: Tu-Su 10:00-17:00; Nov 1-Mar 31: 10:00-16:00; Mo off; Jan 1 off; Dec 25 off|it:Museo d'arte orientale (Venezia)|||||+39 041 5241173|||||
25|N4372805396|45.4345345|12.3384501|Caffè Lavena|cafe||||||||||||||||||||
29|N4372806999|45.4343682|12.3380596|Ristorante Quadri|restaurant|||||||Caffeteria Quadri|||it:Caffè Quadri||||||||||
80|N4363427990|45.435978999999996|12.3272755|La Bauta||clothes|yes||||||||||||||||||
149|N4363501528|45.43692120000001|12.3352147|Palazzo Bembo|||||||museum||||||||||||||
6|N4363501529|45.4370496|12.3350821|Hotel Palazzo Bembo|||||||hotel||||||||||||||
80|N4364357690|45.4356525|12.3362562|||clothes|||||||||||||||||||
80|N4364428490|45.437492999999996|12.331474900000002|||clothes|yes||||||||||||||||||
74|N4379667992|45.4352317|12.3378324|Rosa Salva||bakery|||||||||||||||||||
74|N4379686489|45.436769700000006|12.3370111|Panificio A. Rosa salva||bakery|limited||||||||||||||||||
6|N4392995789|45.434714899999996|12.3346784|Alloggi Alla Scala|||||||hotel|||||||||+39 041 5210629|||||
161|N4397965584|45.43827279999999|12.3191734|Venezia A1|||yes||||||||||||||||||
161|N4397965585|45.4382521|12.319115400000001|Venezia A2|||yes||||||||||||||||||
161|N4397966196|45.4406867|12.3155612|Libertà Santa Chiara|||||||||||||||||||||
161|N4397966205|45.4410189|12.3155979|Libertà Santa Chiara||||||||Ponte della Libertà 1/1|||||||||||||
6|N4402622491|45.4263833|12.320634199999999||||||||hotel||||||||||||||
6|N4405957597|45.4410409|12.340638199999999|B&B Ca' Bella|||||||guest_house|||||||||+39 345 2858765|||||
6|N4406261490|45.43816470000001|12.329397300000002|Vía Porta Rossa|||||||hotel||||||||||||||
161|N4419457484|45.4382533|12.3190413|Venezia A3|||yes||||||||||||||||||
161|N4422371516|45.4382738|12.3189633|Venezia A4|||yes||||||||||||||||||
161|N4423713634|45.4382787|12.3188911|Venezia A5|||yes||||||||||||||||||
161|N4423713635|45.4376209|12.319155300000002|Venezia B2|||yes||||||||||||||||||
25|N4412294390|45.432112100000005|12.319155|Pane Vino e San Daniele|cafe||no|italian|||||||||||||||||
6|N4412330590|45.4331323|12.333314900000001|B&B Al Teatro|||||||guest_house|||||||||+39 333 9182494|||||
29|N4413566690|45.4383376|12.3390601|L'Osteria di Santa Marina|restaurant||||||||||||||||||||
29|N4413728489|45.4328381|12.3245302|La Bitta|restaurant||||||||||||||||||||
29|N4414687804|45.430349|12.3298205|Ristorante Cantinone Storico|restaurant||||||||||||||||||||
161|N4426487211|45.43822120000001|12.3188603|Venezia A6|||yes||||||||||||||||||
29|N4426684089|45.4377778|12.327402900000001|La Bottiglia Local Street Food|restaurant||limited|regional||no||||Mo-Su 10:00-22:30||||||+39 041 476 2426|||||
5|N4426913290|45.4361422|12.3273936|Haven Hostel San Toma|||||||hostel||||||||||||||
5|N4426958579|45.43613010000001|12.3187304|Dimora Il Veliero Romantico|||||||hostel||||||||||||||
29|N4431126289|45.430654700000005|12.3220037|Riviera|restaurant||||||||||||||||||||
29|N4431132539|45.439155|12.333419000000001|Cantina Do Spade|restaurant|||italian||||||Mo-Su 10:00-15:00,18:00-22:00; Tu 18:00-22:00||||||+39 041 5210583|||||
95|N4431450892|45.4379424|12.336055300000002|||jewelry|no||||||||||||||||||
90|N4431479389|45.4437542|12.3272786|Ca' Macanudo Atelier||gift|yes||||||||||||||||||
85|N4436735102|45.4438938|12.3295011|Ottica Elvo Carraro||optician|yes||||||||||||||||||
29|N4436735125|45.44376629999999|12.329124199999999|Ristorante La Colombina|restaurant||yes||||||||||||||||||
29|N4427354191|45.434948799999994|12.3420942|Trattoria Rivetta|restaurant|||italian||||Trattoria Rivetta||||||||+39 041 5287302|||||
23|N4437783672|45.434895000000004|12.342743400000002|Bar cicchetteria Karibu|bar||||||||||||||||||||
6|N4437783673|45.4343769|12.3414087|Casa Banon|||||||guest_house||||||||||||||
85|N4437783674|45.43562120000001|12.3428229|Costruzione Forcole||wood|||||||||||||||||||
34|N4437783675|45.4350564|12.3416859|Farmacia al Lupo Coronato|pharmacy||||||||||||||||||||
6|N4437783676|45.4355867|12.343533800000001|Hotel Ai Due Principi|||||||hotel||||||||||||||
6|N4437783677|45.434669|12.3417983|Hotel Antigo Trovatore|||||||hotel||||||||||||||
6|N4437783678|45.4343554|12.3412011|Hotel Ca' dei Dogi|||||||hotel||||||||||||||
6|N4437783679|45.4343626|12.342559199999998|Hotel Campiello|||||||hotel||||||||||||||
6|N4437783680|45.434667100000006|12.3422663|Hotel Doni|||||||hotel||||||||||||||
6|N4437783681|45.434271700000004|12.3417982|Hotel Pellegrino & Commercio|||||||hotel||||||||||||||
6|N4437783682|45.4345808|12.3429291|Hotel Villa Igea|||||||hotel||||||||||||||
29|N4437783683|45.434989200000004|12.341584|Magna Bevi Tasi|restaurant||yes|italian|||||||||||||||||
29|N4437784211|45.4340359|12.3430565|Cafe Internazionale|restaurant||||||||||||||||||||
90|N4437784214|45.434031|12.3429455|||gift|||||||||||||||||||
29|N4437784215|45.4339948|12.3427129|Principessa|restaurant||||||||||||||||||||
95|N4437784275|45.434332899999994|12.3418425|||jewelry|||||||||||||||||||
85|N4437784276|45.4343554|12.3418405|||glass|||||||||||||||||||
29|N4437784457|45.4340465|12.343278199999999|Ristorante Do Leoni|restaurant||yes||||||||||||||||||
29|N4437784458|45.4353166|12.3427147|Ristorante San Provolo|restaurant|||italian|||||||||||||||||
29|N4437784459|45.4346547|12.341469900000002|Ristorante Trovatore|restaurant||yes||||||||||||||||||
21|N4437784460|45.4355414|12.3433088|Scuola Elementare Armando Diaz|school||||||||||||||||||||
25|N4437784461|45.434524700000004|12.3418314|Snack bar Clodia|cafe||||||||||||||||||||
29|N4437784462|45.43445870000001|12.341406300000001|Taverna dei Dogi|restaurant||limited|italian|||||||||||||||||
29|N4437784463|45.4344691|12.341445|Trattoria Chinellato|restaurant||yes|italian|||||||||||||||||
85|N4437784521|45.4342205|12.3418528|||glass|||||||||||||||||||
29|N4438827289|45.433783899999995|12.323622300000002|Ristorante Pizzeria Ai Sportivi|restaurant||||||||||||||||||||
29|N4438827290|45.4414421|12.322819500000001|Ristorante Roma|restaurant||limited|||||||||||||+39 041 715982|||||
85|N4438966866|45.43556470000001|12.3456013|||frame|||||||||||||||||||
29|N4438966910|45.435703100000005|12.3450696|Trattoria da Remigio|restaurant||limited|italian|||||||||||||||||
29|N4441006696|45.4370754|12.3279508|Rio Frari|restaurant||||||||||||||||||||
26|N4441007690|45.4381865|12.3335297|Antico Forno|fast_food||no||||||||||||||||||
6|N4441292994|45.43575|12.344128999999999|Hotel Casa Nicolò Priuli|||||||hotel||||||||||||||
21|N4441292995|45.43784779999999|12.3440397|Istituto Professionale Andrea Barbarigo|school||||||||||||||||||||
29|N4441292996|45.436021999999994|12.3434672|Luna Sentada|restaurant||||||||||||||||||||
85|N4441293429|45.437375200000005|12.3429219|Uniedil||furniture|||||||||||||||||||
90|N4441293463|45.437954600000005|12.342512900000001|||gift|||||||||||||||||||
90|N4441293464|45.4379137|12.3425019|||gift|||||||||||||||||||
29|N4441293904|45.4358346|12.3442756|Trattoria ai Greci da Giorgio|restaurant|||italian|||||||||||||||||
23|N4446039992|45.435626|12.343905699999999|Panini and Beer Bar|bar||||||||||||||||||||
90|N4446340612|45.4388734|12.3419978|||gift|||||||||||||||||||
90|N4446340615|45.438846999999996|12.3421127|||gift|||||||||||||||||||
80|N4446340619|45.4387945|12.342350699999999|Style||clothes|||||||||||||||||||
14|N4446340622|45.438759499999996|12.3425383|Bustata Transporti|post_office||||||||||||||||||||
90|N4446340638|45.438705299999995|12.342790800000001|L'artista Della Barbaria||gift|||||||||||||||||||
106|N4446340640|45.438686100000005|12.342879199999999|||tobacco|||||||||||||||||||
21|N4446340686|45.438578899999996|12.343566000000001|I.S.I.S. Barbarigo|school||||||||||||||||||||
90|N4446340698|45.4385316|12.344689599999999|||gift|||||||||||||||||||
90|N4446340718|45.4385593|12.3444874|Biennali d'Arte||gift|||||||||||||||||||
104|N4446340728|45.438576399999995|12.344278300000001|Gomiero||shoes|||||||||||||||||||
85|N4446340734|45.4386173|12.3438461|||funeral_directors|||||||||||||||||||
29|N4446340741|45.43865529999999|12.343522199999999|Pizzeria peter pan|restaurant||||||||||||||||||||
29|N4446340777|45.438484|12.341712|Ossi di Seppa|restaurant|||italian||||||Mo-Su 11:00-15:00, 18:00-00:00|||||||||||
16|N4446340778|45.4387195|12.342977000000001|Residenza Santi Giovanni e Paolo|nursing_home||||||||||||||||||||
6|N4449377457|45.4421214|12.3414507|Francesco Algarotti House|||||||guest_house||||||||||||||
23|N4449378072|45.4428839|12.340801800000001|Bar Cupido Bistrot|bar|||||||||||||||041 523 5687|||||
20|N4448236042|45.4389632|12.340905900000001|"Asilo nido ""Giovanni Battista Tiepolo"""|kindergarten||||||||||||||||||||
20|N4448236044|45.438682|12.3410674|"Istituto Comprensivo Armando Diaz - Scuola Infanzia ""Tommaseo"""|kindergarten||||||||||||||||||||
6|N4448236045|45.4384879|12.341641099999999|Locanda La Corte|||||||guest_house||||||||||||||
29|N4448237190|45.438604999999995|12.3416949|Taverna la Corte|restaurant||||||||||||||||||||
6|N4442519406|45.4391906|12.345409|Alloggi Barbaria|||||||guest_house||||||||||||||
6|N4442519407|45.4383027|12.3441703|B&B Ca' Bauta|||||||guest_house||||||||||||||
88|N4442519428|45.4385214|12.344257199999998|||florist|||||||||||||||||||
90|N4442519435|45.4385005|12.344678|Artefact||gift|||||||||||||||||||
90|N4442519440|45.4384851|12.344794699999998|Chiusa||gift|||||||||||||||||||
85|N4442519444|45.438455|12.3450228|||furniture|||||||||||||||||||
85|N4442519614|45.4384063|12.3453474|Serramenti Delta||furniture|||||||||||||||||||
85|N4442519688|45.438471|12.3451488|Soffiato||funeral_directors|||||||||||||||||||
149|N4450520490|45.440926700000006|12.3301711|Palazzo Mocenigo|||||||museum||||||||||||||
29|N4453795823|45.4412067|12.340122500000001|Recondito|restaurant|||||||||||||||+39 0415231172|||||
29|N4453796337|45.4409005|12.339758|Cea|restaurant||||||||||||||||||||
6|N4453796405|45.440121500000004|12.3396679|Venice Star|||||||hotel||||||||||||||
6|N4455517395|45.440564200000004|12.3389587|B&B Corte dei Miracoli|||||||guest_house||||||||||||||
29|N4455518537|45.4420691|12.3400682|Osteria Alla Frasca|restaurant|||italian|||||||||||||||||
6|N4452475507|45.4426225|12.340333300000001|Ca' del Mar|||||||guest_house||||||||||||||
6|N4452475508|45.4430641|12.340485300000001|Hotel Vecellio|||||||hotel||||||||||||||
6|N4452475509|45.4427614|12.3395954|Maryloft in Cannaregio|||||||guest_house||||||||||||||
88|N4452475511|45.4430276|12.3406057|||florist|||||||||||||||||||
6|N4452475684|45.4423573|12.339819699999998|Residenza Tiziano|||||||guest_house||||||||||||||
5|N4459618293|45.4361181|12.346699099999999|Ca' Venezia|||||||hostel||||||||||||||
13|N4462398448|45.4389659|12.3368939|Guardia di Finanza I gruppo Venezia|police||||||||||||||||||||
82|N4462398758|45.439904600000006|12.336717|La Bottega del Tartufo||deli|||||||||||||||||||
25|N4462399095|45.4388716|12.337114900000001|Ballarin bar|cafe|||local;italian;coffee_shop||||||Mo-Su 07:30-19:30|||||||||||
29|N4462399135|45.437991100000005|12.337407|Ristorante Pizzeria Corte dell'Orso|restaurant||||||||||||||||||||
29|N4462399144|45.437714299999996|12.337681||restaurant||||||||||||||||||||
80|N4463849607|45.4377563|12.3374425|||clothes|||||||||||||||||||
